"Year","symbol","Gross.Revenue","COGS.DA","Gross.Income","Non.Product.Cost.SGA","Interest.Expenses","Pretax.Income","Net.Income","EBITDA","Cash.ST.Investments","Total.Accounts.Receivable","Inventories","Total.Current.Assets","Net.Property","Total.Assets","Total.Liabilities","Total.Shareholder.Equity","Total.Equity","Debt.To.Asset","Debt.To.Equity","Equity.Multiplier","Gross.Profit.Margin","Interest.Coverage","Net.Profit.Margin","Operating.Margin","Return.On.Sales","Asset.Turnover","Return.On.Asset","Return.On.Equity"
2016,CGA,268790000,210820000,57960000,25370000,NA,32080000,24700000,72900000,102900000,117060000,112040000,333310000,37570000,416510000,46020000,370480000,370480000,0.11048954406856978,0.12421723169941697,1.1242442237097818,0.21563302206183266,NA,0.09189329960191972,0.27121544700323674,0.27121544700323674,0.6453386473313966,0.4202684096555606,0.4724843319629603
2017,CGA,277850000,209700000,68150000,36630000,NA,31210000,24700000,63360000,123030000,141010000,101550000,370950000,34190000,455680000,58150000,397530000,397530000,0.12761148174157302,0.14627826830679447,1.1462782683067945,0.24527622818067302,NA,0.08889688680942955,0.22803671045528162,0.22803671045528162,0.6097480688202247,0.3739851294592864,0.4286910265690832
2018,CGA,287050000,212940000,74110000,44310000,NA,29210000,NA,36000000,150810000,174700000,78980000,407430000,30890000,482990000,90440000,392550000,392550000,0.1872502536284395,0.2303910329894281,1.230391032989428,0.25817801776693955,NA,NA,0.12541369099460026,0.12541369099460026,0.5943187229549266,0.21102093228873708,0.2596382628611314
2019,CGA,294320000,229680000,64640000,45840000,NA,18090000,11590000,23730000,72260000,145190000,194730000,414950000,26670000,4100000,84440000,396560000,396560000,20.59512195121951,0.2129312083921727,0.010338914666128707,0.21962489807012775,NA,0.039378907311769504,0.08062652894808371,0.08062652894808371,71.78536585365853,0.0011231610787141317,1.1612266549142475e-5
2014,CHNR,1350000,1130000,NA,2000000,NA,NA,NA,NA,7780000,NA,2180000,10080000,2200000,12900000,9260000,3650000,3650000,0.7178294573643411,2.536986301369863,3.5342465753424657,NA,NA,NA,NA,NA,0.10465116279069768,NA,NA
2015,CHNR,2920000,5150000,NA,3210000,NA,NA,NA,NA,6980000,NA,1130000,8870000,7610000,17100000,19840000,NA,NA,1.160233918128655,NA,NA,NA,NA,NA,NA,NA,0.17076023391812867,NA,NA
2016,CHNR,NA,NA,NA,NA,151,NA,NA,NA,2770000,NA,1520000,5220000,7850000,13640000,11740000,1900000,1900000,0.8607038123167156,6.178947368421053,7.178947368421053,NA,NA,NA,NA,NA,NA,NA,NA
2017,CHNR,NA,NA,NA,NA,NA,NA,NA,NA,2900000,1610000,NA,4520000,NA,4570000,6950000,NA,NA,1.5207877461706782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,CHNR,NA,NA,NA,NA,907,NA,NA,NA,NA,NA,NA,1090000,NA,1130000,4300000,NA,NA,3.8053097345132745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,CINR,486400000,356300000,130100000,20000000,4500000,106200000,50500000,134100000,20400000,97900000,26400000,146900000,255200000,423200000,1000000,1200000,263200000,0.0023629489603024575,0.003799392097264438,1.6079027355623101,0.2674753289473684,29.8,0.10382401315789473,0.27569901315789475,0.27569901315789475,1.1493383742911154,0.23987627954033933,0.385697726069421
2016,CINR,475200000,362300000,112900000,23300000,4000000,86300000,40600000,115900000,19700000,95000000,19000000,1600000,256100000,413100000,153900000,149400000,259200000,0.37254901960784315,0.59375,1.59375,0.2375841750841751,28.975,0.08543771043771044,0.2438973063973064,0.2438973063973064,1.1503267973856208,0.21202436294765842,0.3379138284478306
2017,CINR,497300000,384300000,1300000,22400000,4800000,86400000,40800000,118100000,30200000,132500000,19800000,184300000,249300000,453200000,2500000,144600000,248200000,0.005516328331862313,0.010072522159548751,1.8259468170829976,0.0026141162276291977,24.604166666666668,0.08204303237482405,0.2374824049869294,0.2374824049869294,1.0973080317740511,0.21642273464724796,0.3951764034735406
2018,CINR,486700000,383900000,102800000,24500000,5100000,1300000,48900000,1700000,10200000,1700000,22300000,141500000,266700000,434600000,174500000,1000000,260100000,0.4015186378278877,0.6708958093041139,1.6708958093041137,0.2112184096979659,0.3333333333333333,0.10047257037189233,0.003492911444421615,0.003492911444421615,1.1198803497468937,0.0031190041375501005,0.005211530942634654
2019,CINR,522800000,392400000,130400000,23800000,5900000,101600000,48600000,133800000,14900000,1100000,24200000,172300000,297700000,494300000,194400000,168400000,299900000,0.39328343111470765,0.648216072024008,1.648216072024008,0.24942616679418517,22.677966101694917,0.09296097934200459,0.25592960979342005,0.25592960979342005,1.0576572931418167,0.24197782349060357,0.3988317377506013
2015,CLF,2030000000,1770000000,254300000,1000000,228500000,313100000,142800000,278300000,285200000,212300000,4000000,982700000,1060000000,2140000000,3950000000,NA,NA,1.8457943925233644,NA,NA,0.12527093596059113,1.2179431072210065,0.0703448275862069,0.1370935960591133,0.1370935960591133,0.9485981308411215,0.14452231308694702,NA
2016,CLF,2020000000,1720000000,296700000,117800000,200500000,2700000,1400000,281900000,323400000,177300000,269800000,824600000,984400000,1920000000,3250000000,NA,NA,1.6927083333333333,NA,NA,0.14688118811881187,1.4059850374064837,6.93069306930693e-4,0.13955445544554457,0.13955445544554457,1.0520833333333333,0.1326458190373493,NA
2017,CLF,1750000000,1400000000,348300000,102900000,126800000,108200000,364500000,333100000,1020000000,171600000,227200000,1540000000,1050000000,2950000000,3400000000,NA,NA,1.152542372881356,NA,NA,0.19902857142857142,2.6269716088328074,0.2082857142857143,0.19034285714285715,0.19034285714285715,0.5932203389830508,0.32086367346938777,NA
2018,CLF,1910000000,1520000000,388700000,116800000,118900000,564700000,1040000000,360900000,914700000,3400000,181100000,1480000000,1370000000,4150000000,3730000000,424200000,424200000,0.8987951807228916,8.793022159358793,9.783121169259783,0.20350785340314137,3.035323801513877,0.5445026178010471,0.18895287958115184,0.18895287958115184,0.4602409638554217,0.4105520681998849,4.0164806294896795
2019,CLF,1980000000,1410000000,570700000,119400000,101200000,312100000,294500000,509400000,359600000,152600000,317400000,897900000,1960000000,3650000000,3300000000,357900000,357900000,0.9041095890410958,9.220452640402348,10.198379435596536,0.28823232323232323,5.033596837944664,0.14873737373737372,0.25727272727272726,0.25727272727272726,0.5424657534246575,0.4742653810835629,4.836738309457963
2015,CLW,1750000000,1510000000,242050000,113750000,31180000,92490000,55980000,213040000,8130000,153900000,255570000,426940000,866540000,1530000000,1050000000,474870000,474870000,0.6862745098039216,2.2111314675595426,3.221934424158191,0.13831428571428572,6.8325849903784475,0.03198857142857143,0.12173714285714286,0.12173714285714286,1.1437908496732025,0.1064330448979592,0.342920291224709
2016,CLW,1730000000,1500000000,234140000,126870000,30300000,80670000,49550000,198350000,23000000,156780000,258030000,446500000,945330000,1680000000,1210000000,469870000,469870000,0.7202380952380952,2.5751803690382444,3.5754570413092983,0.13534104046242776,6.5462046204620465,0.028641618497109826,0.11465317919075145,0.11465317919075145,1.0297619047619047,0.1113395034915968,0.398089611734911
2017,CLW,1730000000,1530000000,199470000,124580000,31370000,40950000,97340000,176180000,15740000,162350000,266040000,452790000,1050000000,1800000000,1230000000,575430000,575430000,0.6833333333333333,2.137531932641677,3.1280955111829414,0.11530057803468208,5.616193815747529,0.05626589595375722,0.10183815028901734,0.10183815028901734,0.9611111111111111,0.10595876908683885,0.33144914995101044
2018,CLW,1720000000,1540000000,181810000,112790000,30820000,NA,NA,170970000,22480000,151820000,266240000,443950000,1270000000,1790000000,1360000000,426400000,426400000,0.7597765363128491,3.189493433395872,4.197936210131332,0.10570348837209302,5.547371836469825,NA,0.09940116279069768,0.09940116279069768,0.9608938547486033,0.10344655895078421,0.4342620556329825
2019,CLW,1760000000,1600000000,163500000,113100000,44900000,NA,NA,164900000,21400000,159400000,281400000,465800000,1330000000,1880000000,1450000000,4200000,4200000,0.7712765957446809,345.23809523809524,447.6190476190476,0.09289772727272727,3.6726057906458798,NA,0.09369318181818181,0.09369318181818181,0.9361702127659575,0.10008135330578512,44.79832005116096
2015,CMC,5990000000,5320000000,664410000,397880000,77760000,145980000,99130000,399310000,485320000,900620000,880480000,2380000000,883650000,3440000000,2060000000,1380000000,1380000000,0.5988372093023255,1.4927536231884058,2.4927536231884058,0.11091986644407345,5.1351594650205765,0.01654924874791319,0.06666277128547579,0.06666277128547579,1.7412790697674418,0.03828379519566556,0.09543206918339821
2016,CMC,4180000000,3590000000,592750000,386020000,62650000,68710000,57900000,333670000,517540000,689380000,540010000,2050000000,895050000,3130000000,1760000000,1370000000,1370000000,0.5623003194888179,1.2846715328467153,2.2846715328467155,0.14180622009569377,5.325937749401437,0.013851674641148325,0.07982535885167465,0.07982535885167465,1.3354632587859425,0.059773534259746804,0.1365628921408814
2017,CMC,3840000000,3310000000,530500000,365490000,44150000,65450000,50180000,290090000,252600000,561410000,462650000,1710000000,1050000000,2980000000,1570000000,1400000000,1400000000,0.5268456375838926,1.1214285714285714,2.1285714285714286,0.13815104166666667,6.570554926387316,0.013067708333333334,0.07554427083333333,0.07554427083333333,1.2885906040268456,0.05862550184461806,0.12478856821211558
2018,CMC,4640000000,4030000000,615170000,396660000,40960000,165380000,135240000,350170000,622470000,749480000,589010000,2080000000,1080000000,3330000000,1830000000,1490000000,1490000000,0.5495495495495496,1.2281879194630871,2.2348993288590604,0.13257974137931033,8.549072265625,0.02914655172413793,0.0754676724137931,0.0754676724137931,1.3933933933933933,0.054161066624554104,0.12104453144950682
2019,CMC,5830000000,5030000000,801770000,462730000,71370000,268460000,198780000,497720000,192460000,1020000000,692370000,2080000000,1500000000,3760000000,2130000000,1620000000,1620000000,0.5664893617021277,1.3148148148148149,2.3209876543209877,0.13752487135506003,6.973798514782121,0.03409605488850772,0.08537221269296741,0.08537221269296741,1.550531914893617,0.055059951925481555,0.12779346866654978
2015,CMCL,59520000,42710000,16810000,9780000,NA,10180000,6110000,11330000,17460000,5880000,8460000,32730000,68370000,101180000,31220000,67870000,69960000,0.30855900375568296,0.44625500285877645,1.4462550028587764,0.2824260752688172,NA,0.10265456989247312,0.19035618279569894,0.19035618279569894,0.5882585491203796,0.323592717998468,0.4679975872939536
2016,CMCL,78260000,47170000,31090000,10670000,NA,24910000,11300000,25010000,19220000,4590000,9690000,34590000,87000000,121650000,42100000,74570000,79550000,0.3460748047677764,0.5292269013199246,1.5292269013199247,0.3972655251725019,NA,0.14439049322770253,0.31957577306414514,0.31957577306414514,0.6433210028771065,0.4967594274629856,0.7596578799606813
2017,CMCL,86010000,51510000,34510000,10630000,NA,26720000,11910000,28770000,16370000,6220000,11500000,34970000,94110000,137890000,51180000,79270000,86720000,0.37116542171295963,0.5901752767527675,1.590059963099631,0.4012324148354842,NA,0.1384722706662016,0.3344959888385072,0.3344959888385072,0.6237580680252375,0.5362591780135072,0.8526842488039957
2018,CMCL,84210000,55900000,28310000,9170000,NA,27480000,13590000,24020000,15280000,8730000,12880000,38470000,123550000,171670000,64040000,96240000,107640000,0.3730413001689288,0.5949461166852471,1.5948532144184318,0.33618335114594466,NA,0.16138225863911648,0.2852392827455172,0.2852392827455172,0.49053416438515757,0.581487087862759,0.9273865512207343
2019,CMCL,95500000,54210000,41290000,8390000,NA,80530000,54450000,38810000,12170000,6380000,14380000,36110000,147380000,186150000,24430000,140590000,161730000,0.1312382487241472,0.15105422617943487,1.1509923947319607,0.4323560209424084,NA,0.5701570680628272,0.40638743455497384,0.40638743455497384,0.513027128659683,0.7921363449466846,0.911742908624407
2015,CMP,1100000000,765500000,333200000,108700000,21500000,214500000,158200000,302800000,58400000,147800000,275300000,512300000,800700000,1640000000,100000000,639700000,639700000,0.06097560975609756,0.1563232765358762,2.5637017351883697,0.3029090909090909,14.083720930232559,0.14381818181818182,0.2752727272727273,0.2752727272727273,0.6707317073170732,0.41040661157024794,1.0521601422154239
2016,CMP,1140000000,835800000,302200000,1000000,34000000,197300000,161900000,272500000,77400000,320900000,280600000,7500000,1090000000,2490000000,1770000000,717100000,717100000,0.7108433734939759,2.468274996513736,3.472319062892205,0.2650877192982456,8.014705882352942,0.14201754385964913,0.23903508771929824,0.23903508771929824,0.4578313253012048,0.5221029547553093,1.812908042589207
2017,CMP,1360000000,1040000000,327200000,167400000,45100000,102700000,42200000,2200000,36600000,344500000,289900000,737500000,1140000000,2580000000,1890000000,694600000,694600000,0.7325581395348837,2.7209904981284194,3.7143679815721278,0.24058823529411766,0.04878048780487805,0.031029411764705882,0.0016176470588235294,0.0016176470588235294,0.5271317829457365,0.0030687716262975777,0.01139854707147675
2018,CMP,1490000000,1200000000,294100000,158500000,65500000,77600000,68300000,272500000,27000000,311600000,266600000,721200000,1050000000,2380000000,1840000000,540200000,540200000,0.773109243697479,3.4061458718992967,4.405775638652351,0.19738255033557048,4.1603053435114505,0.04583892617449664,0.18288590604026847,0.18288590604026847,0.6260504201680672,0.29212648078915365,1.287043732466097
2019,CMP,1490000000,1150000000,335900000,173200000,70600000,84600000,61400000,300600000,34700000,400700000,311500000,7500000,1080000000,2450000000,1920000000,529600000,529600000,0.7836734693877551,3.6253776435045317,4.626132930513595,0.22543624161073825,4.257790368271955,0.04120805369127517,0.20174496644295303,0.20174496644295303,0.6081632653061224,0.3317283005270033,1.5346192150512805
2015,CMT,199070000,162820000,36250000,17510000,NA,18170000,12050000,24790000,8940000,37840000,13700000,62680000,74100000,139800000,51070000,88730000,88730000,0.36530758226037197,0.57556632480559,1.57556632480559,0.18209674988697444,NA,0.060531471341739085,0.12452906012960266,0.12452906012960266,1.4239628040057224,0.08745246700215227,0.13778716202976318
2016,CMT,174880000,146970000,27910000,16470000,NA,11250000,7410000,17730000,28290000,19780000,10910000,59890000,70600000,134840000,38070000,96770000,96770000,0.2823346188074755,0.393407047638731,1.393407047638731,0.15959515096065874,NA,0.04237191216834401,0.10138380603842635,0.10138380603842635,1.296944526846633,0.07817127405204374,0.10892440418701642
2017,CMT,161670000,137490000,24190000,16190000,NA,7750000,5460000,14240000,26780000,23330000,13460000,64960000,68630000,139420000,37530000,101890000,101890000,0.2691866303256348,0.3683384041613505,1.3683384041613504,0.14962578091173379,NA,0.033772499536092036,0.08808065813076019,0.08808065813076019,1.1595897288767751,0.07595846697959167,0.1039368874893971
2018,CMT,269490000,244280000,25200000,24770000,2240000,NA,NA,9820000,1890000,51170000,25770000,80300000,80660000,202060000,103130000,98930000,98930000,0.51039295258834,1.0424542605882947,2.0424542605882947,0.09350996326394301,4.383928571428571,NA,0.0364391999703143,0.0364391999703143,1.3337127585865585,0.027321625091846477,0.0558031695750379
2019,CMT,284290000,263060000,21230000,29190000,4080000,NA,NA,2420000,1860000,35940000,21680000,61230000,83690000,179310000,94880000,84430000,84430000,0.5291394791143829,1.123771171384579,2.123771171384579,0.07467726617186675,0.5931372549019608,NA,0.008512434485912273,0.008512434485912273,1.5854665105125203,0.005369040865556051,0.011402614208253649
2015,CPAC,1230000000,708790000,522230000,205100000,36020000,297910000,215530000,377220000,160200000,108710000,307480000,628480000,2490000000,3410000000,1370000000,1940000000,2050000000,0.40175953079178883,0.6682926829268293,1.6634146341463414,0.42457723577235773,10.472515269294837,0.17522764227642276,0.3066829268292683,0.3066829268292683,0.36070381231671556,0.8502347808843942,1.4142929769833092
2016,CPAC,1240000000,758910000,481260000,211250000,46470000,198110000,122760000,390630000,80570000,127310000,346540000,562330000,2270000000,3320000000,1340000000,1870000000,1980000000,0.4036144578313253,0.6767676767676768,1.6767676767676767,0.38811290322580644,8.406068431245965,0.099,0.3150241935483871,0.3150241935483871,0.37349397590361444,0.8434518730489075,1.414272837637562
2017,CPAC,1220000000,747910000,471660000,213410000,73240000,128420000,94540000,383250000,49220000,99450000,373020000,553360000,2210000000,2810000000,1310000000,1510000000,1510000000,0.46619217081850534,0.8675496688741722,1.8609271523178808,0.3866065573770492,5.232796286182414,0.07749180327868853,0.31413934426229506,0.31413934426229506,0.43416370106761565,0.7235504568664337,1.346474691254754
2018,CPAC,1260000000,807800000,454450000,206470000,86570000,116140000,76700000,377390000,49070000,99390000,424780000,616090000,2150000000,2860000000,1410000000,1450000000,1450000000,0.493006993006993,0.9724137931034482,1.9724137931034482,0.36067460317460315,4.359362365715606,0.06087301587301587,0.299515873015873,0.299515873015873,0.4405594405594406,0.6798534895439657,1.340952400066029
2019,CPAC,1390000000,921150000,471550000,190230000,77530000,194350000,132050000,408170000,68270000,150720000,5900000,748330000,2100000000,2930000000,1510000000,1420000000,1420000000,0.515358361774744,1.0633802816901408,2.063380281690141,0.33924460431654674,5.264671739971624,0.095,0.2936474820143885,0.2936474820143885,0.47440273037542663,0.6189835412245743,1.2771984336535231
2015,CRH,17150000000,12050000000,5110000000,400000000,242430000,717840000,525500000,1770000000,1870000000,2930000000,2120000000,6930000000,9630000000,23590000000,13610000000,9590000000,9980000000,0.5769393810936838,1.3637274549098197,2.3637274549098195,0.2979591836734694,7.301076599430764,0.03064139941690962,0.1032069970845481,0.1032069970845481,0.7270029673590505,0.14196227762241923,0.3355601331776422
2016,CRH,20320000000,13780000000,6550000000,4970000000,276280000,1290000000,952640000,2450000000,2110000000,3400000000,2510000000,8020000000,10830000000,26970000000,14640000000,11860000000,12330000000,0.542825361512792,1.1873479318734794,2.187347931873479,0.32234251968503935,8.86781525988128,0.04688188976377953,0.12057086614173228,0.12057086614173228,0.753429736744531,0.160029343496187,0.35003985353545525
2017,CRH,22090000000,15010000000,7080000000,5250000000,262750000,1580000000,1570000000,2770000000,1910000000,3370000000,2410000000,8670000000,11620000000,28080000000,14790000000,12860000000,13290000000,0.5267094017094017,1.1128668171557563,2.1128668171557563,0.3205070167496605,10.542340627973358,0.0710728836577637,0.12539610683567226,0.12539610683567226,0.7866809116809117,0.15939894431623708,0.33678874013543547
2018,CRH,20560000000,13920000000,6640000000,4750000000,296400000,1500000000,1190000000,2860000000,2110000000,3670000000,2750000000,8540000000,14150000000,31570000000,16710000000,14390000000,14860000000,0.5292999683243585,1.1244952893674294,2.124495289367429,0.3229571984435798,9.649122807017545,0.05787937743190662,0.13910505836575876,0.13910505836575876,0.6512511878365537,0.2135966290178504,0.4537850321731855
2019,CRH,22050000000,15030000000,7020000000,4830000000,346550000,1800000000,1420000000,3510000000,3180000000,3210000000,2320000000,8720000000,14760000000,31610000000,16800000000,14350000000,14810000000,0.5314773805757672,1.1343686698176907,2.134368669817691,0.3183673469387755,10.128408599047756,0.06439909297052154,0.15918367346938775,0.15918367346938775,0.6975640620056944,0.22819936137720392,0.4870615673959093
2015,CRS,2220000000,1870000000,355400000,196400000,31000000,89100000,58600000,281300000,70000000,304100000,655800000,1070000000,1400000000,2900000000,1580000000,1330000000,1330000000,0.5448275862068965,1.1879699248120301,2.180451127819549,0.1600900900900901,9.074193548387097,0.026396396396396397,0.12671171171171172,0.12671171171171172,0.7655172413793103,0.16552430809187568,0.36091766426048083
2016,CRS,1810000000,1500000000,315100000,190100000,31000000,21500000,11200000,244300000,82000000,253600000,628700000,1010000000,1350000000,2790000000,1690000000,1100000000,1100000000,0.6057347670250897,1.5363636363636364,2.536363636363636,0.17408839779005525,7.880645161290323,0.0061878453038674034,0.13497237569060774,0.13497237569060774,0.6487455197132617,0.2080513415341412,0.5276938571638672
2017,CRS,1800000000,1480000000,321500000,200800000,32000000,70200000,46700000,238500000,66300000,290400000,690400000,1090000000,1320000000,2880000000,1680000000,1200000000,1200000000,0.5833333333333334,1.4,2.4,0.1786111111111111,7.453125,0.025944444444444444,0.1325,0.1325,0.625,0.21200000000000002,0.5088
2018,CRS,2160000000,1760000000,398800000,212300000,28700000,160200000,186800000,303100000,56200000,378500000,689200000,1180000000,1310000000,3010000000,1520000000,1490000000,1490000000,0.5049833887043189,1.0201342281879195,2.0201342281879193,0.18462962962962962,10.560975609756097,0.08648148148148148,0.14032407407407407,0.14032407407407407,0.717607973421927,0.19554419581618654,0.39502552309175937
2019,CRS,2380000000,1930000000,450600000,225500000,26400000,2600000,165100000,346600000,27000000,384100000,787700000,1240000000,1370000000,3190000000,1670000000,1520000000,1520000000,0.5235109717868338,1.0986842105263157,2.098684210526316,0.18932773109243697,13.128787878787879,0.06936974789915966,0.14563025210084032,0.14563025210084032,0.7460815047021944,0.19519348916037002,0.40964949369840814
2015,CSTM,5710000000,5220000000,490140000,301630000,175210000,NA,NA,338220000,561620000,400840000,588770000,1570000000,1360000000,3940000000,4530000000,NA,NA,1.149746192893401,NA,NA,0.08583887915936952,1.930369271160322,NA,0.05923292469352014,0.05923292469352014,1.4492385786802031,0.04087175539272668,NA
2016,CSTM,5250000000,4680000000,561950000,307520000,194690000,87390000,NA,425890000,419790000,419790000,623360000,1490000000,1560000000,3990000000,4600000000,NA,NA,1.1528822055137844,NA,NA,0.10703809523809524,2.187528892084853,NA,0.08112190476190476,0.08112190476190476,1.3157894736842106,0.06165264761904761,NA
2017,CSTM,5910000000,5310000000,595550000,307930000,295520000,87980000,NA,480500000,403470000,482720000,772110000,1680000000,1820000000,4460000000,4840000000,NA,NA,1.0852017937219731,NA,NA,0.1007698815566836,1.6259474824038982,NA,0.08130287648054145,0.08130287648054145,1.3251121076233183,0.061355470237430605,NA
2018,CSTM,6710000000,6090000000,619370000,323250000,173420000,300840000,221790000,528530000,213770000,659600000,754480000,1650000000,1900000000,4460000000,4590000000,NA,NA,1.0291479820627802,NA,NA,0.09230551415797317,3.0476876946142313,0.03305365126676602,0.07876751117734725,0.07876751117734725,1.5044843049327354,0.05235515646065107,NA
2019,CSTM,6610000000,5960000000,652520000,335770000,189150000,89540000,66040000,603280000,206540000,523090000,752080000,1520000000,2310000000,4700000000,4790000000,NA,NA,1.0191489361702128,NA,NA,0.09871709531013616,3.1894263811789587,0.009990922844175491,0.09126777609682299,0.09126777609682299,1.4063829787234043,0.06489539298866384,NA
2015,CTGO,NA,NA,NA,2920000,NA,NA,NA,NA,1950000,NA,NA,2010000,NA,2010000,NA,1910000,1910000,NA,NA,1.0523560209424083,NA,NA,NA,NA,NA,NA,NA,NA
2016,CTGO,NA,NA,NA,1220000,NA,NA,NA,NA,1250000,NA,NA,1310000,NA,1310000,NA,1200000,1200000,NA,NA,1.0916666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2017,CTGO,NA,NA,NA,2840000,NA,NA,NA,NA,5190000,NA,NA,5370000,NA,5370000,NA,5230000,5230000,NA,NA,1.0267686424474187,NA,NA,NA,NA,NA,NA,NA,NA
2018,CTGO,NA,NA,NA,3770000,NA,NA,NA,NA,13810000,NA,NA,13970000,NA,13970000,NA,13710000,13710000,NA,NA,1.0189642596644786,NA,NA,NA,NA,NA,NA,NA,NA
2019,CTGO,NA,NA,NA,4440000,NA,NA,NA,NA,8600000,NA,NA,8760000,NA,8760000,NA,8340000,8340000,NA,NA,1.0503597122302157,NA,NA,NA,NA,NA,NA,NA,NA
2015,CTRA,1360000000,1410000000,NA,44160000,NA,NA,NA,134470000,NA,88180000,66510000,174580000,1490000000,1860000000,642840000,1210000000,1210000000,0.34561290322580646,0.5312727272727272,1.537190082644628,NA,NA,NA,0.098875,0.098875,0.7311827956989247,0.13522610294117648,0.20786822435585806
2016,CTRA,917410000,919390000,NA,48700000,20500000,NA,NA,117450000,127950000,169490000,69690000,419950000,155980000,985990000,948760000,37220000,37220000,0.9622409963589894,25.490596453519615,26.490865126276194,NA,5.729268292682927,NA,0.1280234573418646,0.1280234573418646,0.930445542044037,0.13759371350269245,3.6449765066233133
2017,CTRA,1650000000,1430000000,218820000,67460000,35980000,105760000,173740000,255040000,153540000,155910000,69560000,450090000,196580000,836600000,743950000,92650000,92650000,0.8892541238345685,8.029681597409606,9.029681597409606,0.13261818181818183,7.088382434685936,0.1052969696969697,0.15456969696969697,0.15456969696969697,1.972268706669854,0.07837152029384757,0.7076698745583689
2018,CTRA,2030000000,1740000000,287960000,59270000,38810000,137490000,302850000,310230000,250070000,384220000,121970000,820290000,1230000000,2750000000,1670000000,1070000000,1070000000,0.6072727272727273,1.560747663551402,2.5700934579439254,0.14185221674876847,7.993558361247101,0.1491871921182266,0.15282266009852216,0.15282266009852216,0.7381818181818182,0.20702577106942657,0.53207557985133
2019,CTRA,2290000000,2180000000,109050000,78950000,66800000,NA,NA,287170000,225160000,287510000,162660000,703860000,1120000000,2300000000,1610000000,696120000,696120000,0.7,2.312819628799632,3.304028041142332,0.047620087336244545,4.298952095808383,NA,0.12540174672489082,0.12540174672489082,0.9956521739130435,0.12594935260578555,0.4161401927732385
2015,CX,225740000000,152150000000,73590000000,46900000000,19780000000,2700000000,2400000,42070000000,15430000000,32440000000,17720000000,73670000000,214190000000,542260000000,390840000000,138720000000,151430000000,0.7207612584369122,2.580994518919633,3.5809284818067755,0.3259945069549039,2.126895854398382,1.0631700186054753e-5,0.18636484451138477,0.18636484451138477,0.41629476634824625,0.44767520414965667,1.6030928891381684
2016,CX,249950000000,162240000000,87700000000,52160000000,21490000000,16880000000,13380000000,51530000000,11620000000,35400000000,18100000000,88440000000,230190000000,599730000000,416840000000,163010000000,182890000000,0.6950461040801694,2.2791842090874295,3.2791842090874295,0.35087017403480697,2.397859469520707,0.05353070614122825,0.20616123224644928,0.20616123224644928,0.4167708802294366,0.4946632359078337,1.6220918720050581
2017,CX,257440000000,170700000000,86730000000,54120000000,19300000000,13110000000,11760000000,48570000000,13740000000,35560000000,18850000000,71480000000,232160000000,567690000000,360700000000,176110000000,206990000000,0.6353819866476422,1.7425962606889223,2.7425962606889223,0.33689403356121816,2.516580310880829,0.045680546923555006,0.18866532007458048,0.18866532007458048,0.4534869382937871,0.41603253400069373,1.1410092720752396
2018,CX,260300000000,172710000000,87590000000,54830000000,13890000000,13140000000,8680000000,51650000000,6090000000,35450000000,21290000000,67370000000,246150000000,574680000000,360470000000,183250000000,214210000000,0.6272534279947101,1.6827879183978338,2.682787918397834,0.3364963503649635,3.7185025197984163,0.033346139070303496,0.19842489435267,0.19842489435267,0.4529477274309181,0.43807459964115403,1.1752612432742562
2019,CX,252790000000,173370000000,79420000000,53750000000,13690000000,3930000000,1060000000,45780000000,14880000000,34860000000,18680000000,86470000000,224380000000,554490000000,350560000000,175550000000,203930000000,0.6322205991090912,1.7190212327759524,2.7190212327759524,0.31417382016693696,3.344046749452155,0.004193203845088809,0.181098935875628,0.181098935875628,0.45589640931306247,0.3972370305537283,1.080095920520457
2015,DRD,2110000000,1980000000,127130000,69330000,10610000,96800000,67810000,288880000,324380000,102930000,168730000,608980000,1640000000,2500000000,973110000,1530000000,1530000000,0.389244,0.6360196078431373,1.6339869281045751,0.06025118483412322,27.227144203581528,0.03213744075829384,0.13690995260663508,0.13690995260663508,0.844,0.16221558365715058,0.2650581432306382
2016,DRD,2430000000,2280000000,153260000,87210000,4370000,108850000,61930000,289230000,351800000,65290000,160670000,600690000,1540000000,2420000000,1080000000,1340000000,1340000000,0.4462809917355372,0.8059701492537313,1.8059701492537314,0.06306995884773663,66.18535469107552,0.02548559670781893,0.1190246913580247,0.1190246913580247,1.0041322314049588,0.11853487781334146,0.2140704509763331
2017,DRD,2340000000,2330000000,8500000,69400000,5700000,NA,13700000,165400000,253700000,114300000,180300000,548300000,1430000000,2290000000,9500000,1300000000,1300000000,0.004148471615720524,0.007307692307692308,1.7615384615384615,0.0036324786324786326,29.017543859649123,0.005854700854700854,0.07068376068376069,0.07068376068376069,1.0218340611353711,0.06917342391701367,0.12185164674612407
2018,DRD,2490000000,2390000000,97100000,81100000,4000000,32400000,6500000,229600000,302100000,79000000,2300000,626300000,1390000000,2360000000,1090000000,1270000000,1270000000,0.461864406779661,0.8582677165354331,1.858267716535433,0.038995983935742974,57.4,0.0026104417670682733,0.09220883534136547,0.09220883534136547,1.055084745762712,0.08739471944000902,0.1624027857310404
