"Year","symbol","Gross.Revenue","COGS.DA","Gross.Income","Non.Product.Cost.SGA","Interest.Expenses","Pretax.Income","Net.Income","EBITDA","Cash.ST.Investments","Total.Accounts.Receivable","Inventories","Total.Current.Assets","Net.Property","Total.Assets","Total.Liabilities","Total.Shareholder.Equity","Total.Equity","Debt.To.Asset","Debt.To.Equity","Equity.Multiplier","Gross.Profit.Margin","Interest.Coverage","Net.Profit.Margin","Operating.Margin","Return.On.Sales","Asset.Turnover","Return.On.Asset","Return.On.Equity"
2015,ADES,62740000,64170000,NA,29520000,8400000,NA,NA,NA,9990000,12420000,NA,24720000,2040000,60780000,85750000,NA,NA,1.4108259295820993,NA,NA,NA,NA,NA,NA,NA,1.0322474498190195,NA,NA
2016,ADES,50620000,51130000,NA,13030000,5070000,36740000,96570000,NA,26940000,10610000,NA,38910000,NA,107520000,31350000,76170000,76170000,0.2915736607142857,0.411579361953525,1.411579361953525,NA,NA,1.907743974713552,NA,NA,0.47079613095238093,NA,NA
2017,ADES,45360000,32670000,12690000,16830000,3020000,52030000,27700000,NA,30690000,4360000,NA,36890000,NA,82770000,9320000,73460000,73460000,0.11260118400386614,0.1268717669479989,1.1267356384426899,0.27976190476190477,NA,0.6106701940035273,NA,NA,0.548024646611091,NA,NA
2018,ADES,23950000,6980000,16970000,15740000,2150000,45880000,35340000,1950000,18580000,13840000,21790000,59780000,48510000,167950000,1000000,67950000,67950000,0.005954153021732658,0.014716703458425313,2.471670345842531,0.7085594989561587,0.9069767441860465,1.4755741127348643,0.081419624217119,0.081419624217119,0.14260196487049717,0.5709572395517802,1.4112180777442456
2019,ADES,70090000,56810000,13270000,28170000,7170000,47540000,35490000,NA,12080000,11680000,15460000,47050000,49070000,173800000,65510000,108290000,108290000,0.37692750287687,0.6049496721765629,1.604949672176563,0.18932800684833784,NA,0.5063489798830075,NA,NA,0.4032796317606444,NA,NA
2015,AEM,2540000000,2200000000,341610000,124060000,90920000,105710000,31450000,998950000,228130000,152980000,641730000,1150000000,7070000000,9280000000,3530000000,5750000000,5750000000,0.38038793103448276,0.6139130434782609,1.613913043478261,0.13449212598425198,10.987131544214694,0.012381889763779528,0.39328740157480313,0.39328740157480313,0.27370689655172414,1.4368925537851074,2.3190196346305734
2016,AEM,2830000000,2380000000,453610000,136180000,93820000,355690000,210430000,1130000000,860240000,114750000,595040000,1650000000,6850000000,9530000000,3510000000,6020000000,6020000000,0.3683105981112277,0.5830564784053156,1.5830564784053156,0.16028621908127208,12.044340225964612,0.07435689045936396,0.3992932862190813,0.3992932862190813,0.2969569779643232,1.3446166140169062,2.128604041790883
2017,AEM,2910000000,2220000000,687090000,149350000,95660000,440400000,312550000,1200000000,960600000,136810000,627700000,1830000000,7050000000,9860000000,3660000000,6200000000,6200000000,0.3711967545638945,0.5903225806451613,1.5903225806451613,0.23611340206185566,12.544428183148652,0.10740549828178694,0.41237113402061853,0.41237113402061853,0.295131845841785,1.3972437736918553,2.222068323968015
2018,AEM,2840000000,2410000000,430520000,161850000,115950000,NA,NA,977170000,525070000,165470000,674910000,1460000000,8510000000,10730000000,4510000000,6210000000,6210000000,0.42031686859273065,0.7262479871175523,1.7278582930756843,0.15159154929577465,8.427511858559724,NA,0.3440739436619718,0.3440739436619718,0.2646784715750233,1.2999695124975204,2.246163102914395
2019,AEM,3310000000,2530000000,783710000,160540000,131850000,980230000,627840000,1350000000,537050000,115980000,752200000,1550000000,9080000000,11400000000,4770000000,6630000000,6630000000,0.41842105263157897,0.7194570135746606,1.7194570135746607,0.23677039274924472,10.238907849829351,0.1896797583081571,0.4078549848942598,0.4078549848942598,0.29035087719298247,1.4046969268261515,2.415315982777998
2015,AGFS,163760000,136520000,27240000,61000000,23200000,NA,NA,NA,57770000,71520000,44180000,180660000,4610000,1080000000,638770000,443900000,443900000,0.5914537037037036,1.4389952692047758,2.432980400991214,0.1663409868099658,NA,NA,NA,NA,0.15162962962962964,NA,NA
2016,AGFS,159670000,100300000,59370000,73460000,58240000,NA,NA,28760000,77310000,72980000,15470000,170500000,8050000,965840000,630700000,335150000,335150000,0.6530067091857865,1.881843950469939,2.881814113083694,0.3718293981336507,0.49381868131868134,NA,0.18012150059497714,0.18012150059497714,0.16531723680940943,1.0895506365294214,3.1398824012698086
2017,AGFS,164030000,74570000,89460000,75330000,35760000,18980000,23470000,57350000,64530000,85600000,24110000,178840000,12200000,983260000,567180000,407640000,416080000,0.5768362386347456,1.3631513170544125,2.3631513170544127,0.5453880387733951,1.6037472035794182,0.1430835822715357,0.34963116503078706,0.34963116503078706,0.16682261049976607,2.095826003341899,4.952753980114294
2018,AGFS,178790000,92220000,86570000,78940000,34450000,NA,NA,55170000,34850000,75800000,24810000,143210000,13290000,899290000,526710000,364310000,372580000,0.5856953819123976,1.4136829674163938,2.4136829674163938,0.48419934000783044,1.6014513788098694,NA,0.30857430505061806,0.30857430505061806,0.19881239644608525,1.5520878504892348,3.7462480086597885
2019,AGFS,170070000,126170000,43900000,64260000,33780000,NA,NA,63100000,29820000,73560000,22620000,132350000,19780000,805690000,471660000,326450000,334030000,0.585411262396207,1.412028859683262,2.412028859683262,0.25812900570353386,1.8679692125518057,NA,0.3710236961251249,0.3710236961251249,0.2110861497598332,1.757688491392085,4.239595367570844
2015,AKG,4200000000,3890000000,313300000,338110000,19010000,NA,NA,53640000,64200000,170910000,747400000,1130000000,793370000,2360000000,1580000000,764250000,783740000,0.6694915254237288,2.0159746854824303,3.011202694771225,0.07459523809523809,2.82167280378748,NA,0.01277142857142857,0.01277142857142857,1.7796610169491525,0.0071763265306122445,0.021609373787537824
2016,AKG,3920000000,3560000000,360520000,318400000,21720000,21380000,11590000,126450000,63100000,194700000,682750000,1060000000,777250000,2230000000,1440000000,774360000,790700000,0.6457399103139013,1.8211711142026052,2.820285822688757,0.09196938775510204,5.821823204419889,0.0029566326530612243,0.03225765306122449,0.03225765306122449,1.757847533632287,0.01835065467513536,0.051754091217341404
2017,AKG,3690000000,3370000000,313380000,287930000,22850000,NA,42510000,111860000,34920000,183240000,648700000,999210000,808120000,2160000000,1340000000,815200000,822900000,0.6203703703703703,1.6283874103779317,2.6248632883703973,0.08492682926829269,4.895404814004376,0.011520325203252033,0.030314363143631437,0.030314363143631437,1.7083333333333333,0.017744993059686697,0.0465781808347591
2018,AKG,3050000000,2750000000,297770000,251370000,29120000,53160000,41480000,136690000,22590000,207290000,690800000,1020000000,998500000,2390000000,1520000000,830320000,876760000,0.6359832635983264,1.733655732469547,2.725945526711985,0.09762950819672131,4.694024725274725,0.0136,0.04481639344262295,0.04481639344262295,1.2761506276150627,0.03511841977962913,0.09573089930347373
2019,AKG,8170000000,7650000000,515950000,436840000,59420000,28110000,18310000,225280000,54900000,536370000,1170000000,1950000000,1600000000,3900000000,2710000000,973610000,1200000000,0.6948717948717948,2.2583333333333333,3.25,0.06315177478580171,3.7913160552002694,0.002241126070991432,0.02757405140758874,0.02757405140758874,2.094871794871795,0.01316264387877553,0.042778592606020474
2015,AKZOY,14860000000,9040000000,5820000000,4360000000,1900000,1460000000,9300000,2090000000,1370000000,2750000000,1500000000,5680000000,400000000,15960000000,8980000000,6480000000,6980000000,0.5626566416040101,1.2865329512893984,2.286532951289398,0.3916554508748318,1100,6.258411843876177e-4,0.14064602960969044,0.14064602960969044,0.931077694235589,0.15105724310704305,0.3453973638951872
2016,AKZOY,9430000000,5270000000,4170000000,3230000000,95000000,8200000,5400000,1220000000,1530000000,2740000000,1530000000,5860000000,4190000000,16540000000,9510000000,6550000000,7030000000,0.5749697702539298,1.352773826458037,2.352773826458037,0.44220572640509015,12.842105263157896,5.726405090137858e-4,0.12937433722163308,0.12937433722163308,0.5701330108827086,0.22691956920952397,0.5338904231473011
2017,AKZOY,9610000000,5540000000,4070000000,3210000000,90000000,7700000,4900000,1140000000,1320000000,200000000,1090000000,9040000000,1830000000,16400000000,10100000000,5870000000,6310000000,0.6158536585365854,1.6006339144215531,2.59904912836767,0.42351716961498437,12.666666666666666,5.098855359001041e-4,0.1186264308012487,0.1186264308012487,0.5859756097560975,0.2024426082352215,0.5261582844782302
2018,AKZOY,9260000000,5450000000,3810000000,3200000000,92000000,5300000,4000000,8800000,8260000000,2090000000,1140000000,11610000000,1750000000,19040000000,700000000,11830000000,12040000000,0.03676470588235294,0.05813953488372093,1.5813953488372092,0.4114470842332613,0.09565217391304348,4.3196544276457883e-4,9.503239740820735e-4,9.503239740820735e-4,0.48634453781512604,0.0019540138732745873,0.0030900684507598124
2019,AKZOY,9280000000,5310000000,3970000000,3120000000,1000000,7500000,5700000,1210000000,1410000000,2130000000,1140000000,4740000000,2070000000,12980000000,6420000000,6350000000,6570000000,0.4946070878274268,0.9771689497716894,1.9756468797564688,0.42780172413793105,1210,6.142241379310345e-4,0.13038793103448276,0.13038793103448276,0.7149460708782742,0.18237449836504163,0.3603076086420457
2015,AMRS,34150000,37370000,NA,100900000,78850000,NA,NA,NA,13730000,5180000,10890000,34380000,59800000,106120000,264570000,NA,NA,2.4931209950998867,NA,NA,NA,NA,NA,NA,NA,0.3218055032039201,NA,NA
