Date,Open,High,Low,Close,Adj Close,Volume
1999-11-01,14.781250,15.656250,14.750000,15.187500,13.841558,4847000
1999-11-02,15.312500,15.312500,13.843750,14.562500,13.271944,4504800
1999-11-03,14.656250,14.875000,14.218750,14.500000,13.214985,2249200
1999-11-04,14.593750,15.187500,14.593750,15.125000,13.784595,4025200
1999-11-05,15.656250,16.125000,15.437500,15.968750,14.553571,5212600
1999-11-08,15.937500,15.937500,15.375000,15.500000,14.126364,4499800
1999-11-09,15.531250,15.718750,15.312500,15.531250,14.154841,4051600
1999-11-10,15.750000,16.000000,15.531250,15.937500,14.525091,2808400
1999-11-11,16.468750,16.937500,15.750000,16.406250,14.952303,7227400
1999-11-12,16.937500,17.000000,15.500000,16.875000,15.379508,4722200
1999-11-15,16.812500,17.000000,16.468750,16.968750,15.464948,4561600
1999-11-16,17.093750,17.093750,16.187500,16.875000,15.379508,4296600
1999-11-17,16.812500,17.812500,16.750000,17.593750,16.034561,6202800
1999-11-18,18.125000,19.937500,17.625000,19.875000,18.113646,12382800
1999-11-19,20.031250,21.843750,19.125000,19.718750,17.971239,12504400
1999-11-22,20.843750,21.062500,19.875000,20.937500,19.081985,10314600
1999-11-23,22.968750,23.062500,21.500000,22.031250,20.078804,14425200
1999-11-24,22.906250,25.445313,22.468750,25.187500,22.955339,16707800
1999-11-26,25.593750,29.968750,25.593750,29.437500,26.828695,10381000
1999-11-29,30.187500,30.250000,25.500000,26.343750,24.009117,14008800
1999-11-30,26.500000,26.500000,24.031250,25.000000,22.784454,8631400
1999-12-01,24.843750,26.000000,24.812500,25.531250,23.268616,6497200
1999-12-02,25.875000,27.687500,25.750000,27.531250,25.091383,7474400
1999-12-03,28.062500,30.062500,28.062500,30.000000,27.341349,9557000
1999-12-06,29.750000,30.187500,28.281250,29.500000,26.885660,7982200
1999-12-07,29.750000,31.500000,29.187500,30.812500,28.081844,8140800
1999-12-08,30.406250,30.937500,27.781250,28.125000,25.632509,9916000
1999-12-09,29.000000,29.968750,27.687500,28.406250,25.888838,8777200
1999-12-10,29.375000,29.437500,27.250000,28.875000,26.316036,6010600
1999-12-13,29.000000,29.687500,28.187500,29.125000,26.543888,5213000
1999-12-14,29.250000,29.312500,26.906250,27.843750,25.376186,5257600
1999-12-15,27.562500,27.750000,25.750000,26.875000,24.493292,5992600
1999-12-16,26.937500,27.500000,25.937500,26.687500,24.322399,4680000
1999-12-17,27.562500,27.601563,25.562500,26.437500,24.094563,6179800
1999-12-20,26.875000,27.500000,26.062500,26.656250,24.293924,5204800
1999-12-21,26.656250,28.500000,25.968750,27.562500,25.119858,4996200
1999-12-22,28.093750,29.968750,27.906250,29.687500,27.056543,4088200
1999-12-23,29.468750,30.000000,28.562500,29.281250,26.686291,3324800
1999-12-27,29.625000,29.968750,28.937500,29.843750,27.198942,2639800
1999-12-28,29.750000,29.843750,28.750000,29.343750,26.743254,2567400
1999-12-29,29.375000,30.875000,29.062500,30.593750,27.882479,3776200
1999-12-30,30.812500,32.000000,30.312500,30.343750,27.654633,2488000
1999-12-31,30.562500,30.937500,29.343750,29.968750,27.312864,1904800
2000-01-03,29.804688,30.187500,27.000000,30.125000,27.455267,5070600
2000-01-04,28.562500,31.062500,28.343750,30.437500,27.740072,6766400
2000-01-05,30.968750,39.968750,30.750000,39.218750,35.743107,22553000
2000-01-06,36.718750,37.968750,35.000000,35.000000,31.898235,8734000
2000-01-07,34.812500,37.375000,31.843750,36.781250,33.521637,8537800
2000-01-10,37.500000,45.000000,36.625000,42.562500,38.790531,8397400
2000-01-11,41.468750,42.187500,39.625000,41.187500,37.537388,5694200
2000-01-12,40.875000,40.906250,33.187500,35.562500,32.410900,8344000
2000-01-13,36.812500,40.875000,36.656250,40.000000,36.455124,7782200
2000-01-14,41.406250,42.937500,38.812500,40.687500,37.081684,5880800
2000-01-18,40.656250,40.656250,37.750000,38.375000,34.974148,3520400
2000-01-19,38.500000,39.062500,36.968750,37.250000,33.948841,3553600
2000-01-20,37.750000,39.156250,37.000000,38.187500,34.803257,4420800
2000-01-21,39.500000,39.625000,37.062500,37.812500,34.461494,6374400
2000-01-24,37.781250,37.812500,33.687500,33.781250,30.787497,4457400
2000-01-25,35.000000,36.125000,34.062500,35.156250,32.040642,5063400
2000-01-26,35.625000,36.500000,32.781250,32.875000,29.961550,2935600
2000-01-27,33.531250,35.468750,30.218750,32.000000,29.164101,6132200
2000-01-28,31.531250,32.687500,28.312500,28.875000,26.316036,7144600
2000-01-31,28.437500,30.531250,27.750000,30.156250,27.483747,6092400
2000-02-01,31.093750,32.437500,29.625000,32.406250,29.534353,4481400
2000-02-02,32.843750,35.500000,32.750000,33.937500,30.929895,6300200
2000-02-03,34.593750,35.156250,32.750000,34.812500,31.727365,5153000
2000-02-04,35.492188,36.125000,34.125000,34.625000,31.556471,3843000
2000-02-07,34.687500,34.687500,33.406250,33.781250,30.787497,2878800
2000-02-08,34.968750,36.000000,34.312500,34.500000,31.442537,4420200
2000-02-09,34.656250,35.148438,32.468750,32.625000,29.733717,5163000
2000-02-10,32.187500,32.343750,30.500000,31.875000,29.050182,6262200
2000-02-11,31.531250,31.937500,29.937500,30.500000,27.797035,5457800
2000-02-14,30.687500,30.687500,29.500000,29.875000,27.227423,3166200
2000-02-15,29.687500,30.500000,27.500000,28.718750,26.173647,8945000
2000-02-16,29.500000,31.500000,29.125000,30.531250,27.825514,7932800
2000-02-17,31.593750,32.312500,31.000000,32.156250,29.306505,4530400
2000-02-18,32.875000,32.875000,29.937500,30.593750,27.882479,4089000
2000-02-22,30.312500,31.312500,29.875000,31.062500,28.309683,4723600
2000-02-23,30.843750,34.031250,30.812500,33.781250,30.787497,7542400
2000-02-24,34.312500,36.375000,34.000000,36.156250,32.952023,10621000
2000-02-25,31.500000,31.750000,28.500000,29.281250,26.686291,42818200
